USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root      293029  0.0  0.0 1671168 2352 ?        Sl   Mar13   0:00 /usr/bin/docker-proxy -proto udp -host-ip 0.0.0.0 -host-port 28968 -container-ip 172.17.0.8 -container-port 28967
root      293037  0.0  0.0 1745156 2504 ?        Sl   Mar13   0:00 /usr/bin/docker-proxy -proto udp -host-ip :: -host-port 28968 -container-ip 172.17.0.8 -container-port 28967
root      293071  0.0  0.0 1237940 4696 ?        Sl   Mar13   0:41 /usr/bin/containerd-shim-runc-v2 -namespace moby -id fdcceb60deebe0f8649aec0e62e60a081ba9226d7fa29ee3ab476d88058d6596 -address /run/containerd/containerd.sock
root      293093  0.0  0.0  24724  2212 ?        Ss   Mar13   1:15 /usr/bin/python2 /usr/bin/supervisord -c /etc/supervisor/supervisord.conf
root      293135  0.0  0.0   3736    48 ?        S    Mar13   0:00 /bin/bash /bin/stop-supervisor
root      293136  3.0  0.4 1435660 120792 ?      Sl   Mar13 151:11 /app/storagenode run --config-dir config --identity-dir identity --metrics.app-suffix=-alpha --metrics.interval=30m --version.server-address=https://version.storj.io --storage.allocated-disk-space=3TB --contact.external-address=95.79.40.128:28968 --operator.email=kreonike@gmail.com --operator.wallet=0x4D509F8093C42D6c151A39f7418F45db4caD11fc --operator.wallet-features=zksync-era
root      293137  0.0  0.0 1260744 20980 ?       Sl   Mar13   0:35 /app/storagenode-updater run --binary-location /app/storagenode --config-dir config --identity-dir identity --metrics.app-suffix=-alpha --metrics.interval=30m --version.server-address=https://version.storj.io
root      597216  0.0  0.0  17668 11160 ?        Ss   Mar15   0:00 sshd: root@pts/0
root      597276  0.0  0.0   7196  3792 pts/0    Ss   Mar15   0:00 -bash
root      597322  0.0  0.0   6728  1088 pts/0    S+   Mar15   0:00 screen -r
root      597411  0.0  0.0  17668 11080 ?        Ss   Mar15   0:00 sshd: root@notty
root      597912  0.0  0.0   2644  1112 ?        Ss   Mar15   0:00 /usr/lib/openssh/sftp-server
zabbix    608320  0.0  0.0  20928  7100 ?        Ss   00:00   0:00 /usr/sbin/zabbix_agentd --foreground
zabbix    608322  0.0  0.0  20928  3004 ?        S    00:00   0:08 /usr/sbin/zabbix_agentd: collector [idle 1 sec]
zabbix    608323  0.0  0.0  20928  1240 ?        S    00:00   0:00 /usr/sbin/zabbix_agentd: listener #1 [waiting for connection]
zabbix    608324  0.0  0.0  20928  2912 ?        S    00:00   0:00 /usr/sbin/zabbix_agentd: listener #2 [waiting for connection]
zabbix    608325  0.0  0.0  20928  2924 ?        S    00:00   0:00 /usr/sbin/zabbix_agentd: listener #3 [waiting for connection]
zabbix    608326  0.0  0.0  20928  2664 ?        S    00:00   0:03 /usr/sbin/zabbix_agentd: active checks #1 [idle 1 sec]
root      671389  0.0  0.0  17672 11028 ?        Ss   00:47   0:00 sshd: root@pts/1
root      671399  0.0  0.0   7304  4028 pts/1    Ss   00:47   0:00 -bash
root      672265  0.0  0.6 327592 166492 pts/3   Sl+  00:47   0:16 python3 main.py
root      794509  0.0  0.0   8236  2668 ?        Ss   Feb26   0:04 SCREEN
root      794510  0.0  0.0   7328  3344 pts/3    Ss   Feb26   0:00 /bin/bash
root      794813  0.0  0.0      0     0 ?        I<   Feb26   0:00 [tls-strp]
root      801738  0.0  0.0 1238196 5824 ?        Sl   Feb26   2:20 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 2c06071d77db51b2f543aec0bd6ca99e26bd425c306da116d0ee37cca2340ae6 -address /run/containerd/containerd.sock
root      801758  0.0  0.0    440     8 ?        Ss   Feb26   0:00 /package/admin/s6/command/s6-svscan -d4 -- /run/service
root      801782  0.0  0.0    216     8 ?        S    Feb26   0:00 s6-supervise s6-linux-init-shutdownd
root      801783  0.0  0.0    204     0 ?        Ss   Feb26   0:00 /package/admin/s6-linux-init/command/s6-linux-init-shutdownd -d3 -c /run/s6/basedir -g 3000 -C -B
root      801805  0.0  0.0    216     8 ?        S    Feb26   0:00 s6-supervise svc-plex
root      801806  0.0  0.0    216     8 ?        S    Feb26   0:00 s6-supervise svc-cron
root      801807  0.0  0.0    216     8 ?        S    Feb26   0:00 s6-supervise s6rc-fdholder
root      801808  0.0  0.0    216     8 ?        S    Feb26   0:00 s6-supervise s6rc-oneshot-runner
root      801816  0.0  0.0    208     8 ?        Ss   Feb26   0:00 /package/admin/s6/command/s6-ipcserverd -1 -- /package/admin/s6/command/s6-ipcserver-access -v0 -E -l0 -i data/rules -- /package/admin/s6/command/s6-sudod -t 30000 -- /package/admin/s6-rc/command/s6-rc-oneshot-run -l ../.. --
911       801935  0.1  0.1 177740 31464 ?        Ssl  Feb26  31:39 /usr/lib/plexmediaserver/Plex Media Server
root      801936  0.0  0.0   7372     4 ?        Ss   Feb26   0:00 bash ./run svc-cron
root      801948  0.0  0.0   5772     0 ?        S    Feb26   0:00 sleep infinity
911       801978  0.0  0.0  64784  3272 ?        SNl  Feb26  13:23 Plex Plug-in [com.plexapp.system] /usr/lib/plexmediaserver/Resources/Plug-ins-c0dd5a73e/Framework.bundle/Contents/Resources/Versions/2/Python/bootstrap.py --server-version 1.40.1.8227-c0dd5a73e /usr/lib/plexmediaserver/Resources/Plug-ins-c0dd5a73e/System.bundle
911       802108  0.0  0.0  42884  1236 ?        Sl   Feb26  17:25 /usr/lib/plexmediaserver/Plex Tuner Service /usr/lib/plexmediaserver/Resources/Tuner/Private /usr/lib/plexmediaserver/Resources/Tuner/Shared 1.40.1.8227-c0dd5a73e 32600
root      802879  0.0  0.0 1671424 1320 ?        Sl   Feb26   0:01 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 9651 -container-ip 172.17.0.3 -container-port 9651
root      802886  0.0  0.0 1597436 1192 ?        Sl   Feb26   0:01 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 9651 -container-ip 172.17.0.3 -container-port 9651
root      802906  0.0  0.0 1237940 3316 ?        Sl   Feb26   3:28 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 9afdf55280f497be83c2d5d9acbdbd21b5402ecd22a2b4267eadbd8c344345a8 -address /run/containerd/containerd.sock
root      802927  0.3  0.0  25624  8752 ?        Ssl  Feb26  87:15 python ./
root      803641  0.0  0.0 1745156 1340 ?        Sl   Feb26   0:01 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 9653 -container-ip 172.17.0.4 -container-port 9651
root      803648  0.0  0.0 1744900 1380 ?        Sl   Feb26   0:01 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 9653 -container-ip 172.17.0.4 -container-port 9651
root      803670  0.0  0.0 1238196 2964 ?        Sl   Feb26   2:11 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 79bb9d8ae4e2e2fd05b2948bed7868a91dc085d6c4e1e8e834f0a062163c5a70 -address /run/containerd/containerd.sock
root      803690  0.3  0.0  26424  8412 ?        Ssl  Feb26  85:40 python ./
root      804048  0.0  0.0 1597436 1476 ?        Sl   Feb26   0:01 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 9654 -container-ip 172.17.0.5 -container-port 9651
root      804055  0.0  0.0 1671168 1360 ?        Sl   Feb26   0:01 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 9654 -container-ip 172.17.0.5 -container-port 9651
root      804075  0.0  0.0 1238196 3364 ?        Sl   Feb26   3:33 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 0ed697bf728ccc038a29d55b4046429257d465a22bd6bc758d87040a71eaf28b -address /run/containerd/containerd.sock
root      804095  0.1  0.0  25096  8972 ?        Ssl  Feb26  32:14 python ./
root      897533  0.0  0.0      0     0 ?        I    04:09   0:09 [kworker/2:0-events]
root      967336  0.0  0.0      0     0 ?        I    05:09   0:10 [kworker/1:2-events]
root     1450478  0.0  0.0      0     0 ?        I    11:39   0:00 [kworker/1:0-events]
root     1637205  0.0  0.0      0     0 ?        I    14:09   0:01 [kworker/3:0-events]
root     1680944  0.0  0.0      0     0 ?        I    14:39   0:00 [kworker/3:2]
root     1738913  0.0  0.0      0     0 ?        I    15:22   0:01 [kworker/u8:3-flush-zfs-1]
root     1817133  0.0  0.0      0     0 ?        I    16:28   0:00 [kworker/u8:4-flush-8:16]
root     1829445  0.0  0.0      0     0 ?        I    16:39   0:00 [kworker/2:1-events_freezable]
netdata  1849828  0.0  0.0   4188  3172 ?        S    16:56   0:00 bash /usr/libexec/netdata/plugins.d/tc-qos-helper.sh 1
root     1863552  0.0  0.0      0     0 ?        I    17:08   0:00 [kworker/u8:1-ext4-rsv-conversion]
root     1864100  0.0  0.0      0     0 ?        I    17:09   0:00 [kworker/0:0-events]
root     1870342  0.0  0.0      0     0 ?        I    17:14   0:00 [kworker/0:1-mm_percpu_wq]
root     1874150  0.0  0.0      0     0 ?        I    17:17   0:00 [kworker/u8:2-events_unbound]
root     1877749  0.0  0.0      0     0 ?        I    17:20   0:00 [kworker/0:2-events]
root     1882606  200  0.0  11212  4824 pts/1    R+   17:23   0:00 ps aux
root     3397154  0.0  0.0 1744900 3376 ?        Sl   Mar05   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 192.168.10.79 -host-port 14005 -container-ip 172.17.0.9 -container-port 14002
root     3397161  0.0  0.0 1745156 1316 ?        Sl   Mar05   0:00 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 28970 -container-ip 172.17.0.9 -container-port 28967
root     3397170  0.0  0.0 1597180  420 ?        Sl   Mar05   0:00 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 28970 -container-ip 172.17.0.9 -container-port 28967
root     3397176  0.0  0.0 1671168 2428 ?        Sl   Mar05   0:00 /usr/bin/docker-proxy -proto udp -host-ip 0.0.0.0 -host-port 28970 -container-ip 172.17.0.9 -container-port 28967
root     3397183  0.0  0.0 1671424 2416 ?        Sl   Mar05   0:00 /usr/bin/docker-proxy -proto udp -host-ip :: -host-port 28970 -container-ip 172.17.0.9 -container-port 28967
root     3397215  0.0  0.0 1238196 4892 ?        Sl   Mar05   2:05 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 5743ffe30cabf94ca6eaef73f9f3af02832fb4ce465d90f24f6b377e7bbfbb59 -address /run/containerd/containerd.sock
root     3397236  0.0  0.0  24728  1596 ?        Ss   Mar05   4:00 /usr/bin/python2 /usr/bin/supervisord -c /etc/supervisor/supervisord.conf
root     3397320  0.0  0.0   3736     0 ?        S    Mar05   0:00 /bin/bash /bin/stop-supervisor
root     3397321  3.1  0.5 1831964 138340 ?      Sl   Mar05 519:47 /app/storagenode run --config-dir config --identity-dir identity --metrics.app-suffix=-alpha --metrics.interval=30m --version.server-address=https://version.storj.io --storage.allocated-disk-space=10TB --contact.external-address=95.79.40.128:28970 --operator.email=kreonike@gmail.com --operator.wallet=0x4D509F8093C42D6c151A39f7418F45db4caD11fc --operator.wallet-features=zksync-era
root     3397322  0.0  0.0 1260884 22880 ?       Sl   Mar05   1:54 /app/storagenode-updater run --binary-location /app/storagenode --config-dir config --identity-dir identity --metrics.app-suffix=-alpha --metrics.interval=30m --version.server-address=https://version.storj.io
redis    3671185  0.6  0.0 150568 10320 ?        Ssl  Mar12  38:22 /usr/bin/redis-server 127.0.0.1:6379
